,,wage,wage,wage,wage,wage,wage,wage,wage,wage,wage,wage,wage,wage,wage,wage,wage,wage,wage,wage,wage,emp,emp,emp,emp,emp,emp,emp,emp,emp,emp,emp,emp,emp,emp,emp,emp,emp,emp,emp,emp,estab,estab,estab,estab,estab,estab,estab,estab,estab,estab,estab,estab,estab,estab,estab,estab,estab,estab,estab,estab
17013,"Calhoun County, Illinois",-1.2644833078816171,-1.3379901144652429,-1.4585960883932934,-1.54575217119228,-1.6728608408368693,-1.7609816407941803,-1.8514514056623843,-1.8505387296916056,-1.7829362276700131,-1.701166653012953,-1.7506449549597527,-1.8413719399295847,-1.886452603130496,-2.0431047542605505,-1.9841283409963424,-2.0466516819711607,-2.019879275915564,-2.0608769962311086,-2.0379831267838227,-2.1003229177749776,-1.182234465549754,-1.2496016496585844,-1.4220255175088443,-1.525011299000226,-1.5077702328124782,-1.6435984061283808,-1.6802693035873555,-1.6858776509292126,-1.5309722879953476,-1.4010314689907208,-1.5254631703524282,-1.5298937038032356,-1.5056364491883845,-1.6780867100335115,-1.6604168717823142,-1.7891711680612383,-1.763608410497146,-1.7914258443797724,-1.7027737405798904,-1.9290499099895664,-0.3706049487597576,-0.6385798608756863,-0.7313973762049042,-0.6955864088737697,-0.7404809428317847,-0.661784493975904,-0.6406625412814276,-0.5101472964337729,-0.4610728281942086,-0.4928513579923098,-0.5766318367217548,-0.5451923029853273,-0.5429838590603814,-0.6225688259329049,-0.5298570115730689,-0.6592242511035884,-0.8564675129221099,-0.9556588829884316,-1.033325741529225,-1.0573153102620994
17067,"Hancock County, Illinois",-0.5843540986666576,-0.4750118448138263,-0.3857456204879562,-0.451117337588039,-0.5633702829026374,-0.8394684690259426,-0.93996490389228,-0.9174093122345076,-0.7887392826014371,-1.0151700324764912,-1.1909813113737222,-1.2302808502336684,-1.1967483093078086,-1.1418534101979732,-1.2040597264758637,-1.1153858174132023,-1.1599057449569987,-1.0315234374420332,-0.9449900701131708,-1.0188428096951976,-0.2841460583823125,-0.3325912836688653,-0.2876010022791828,-0.38892309130811,-0.5777058332792873,-0.68990838773979,-0.6958230708057116,-0.7713845896642804,-0.7534234553635947,-0.9376848389809036,-1.0186856007750564,-1.0593966827848662,-1.1237836841681623,-1.1355178834246002,-1.140993981452368,-1.145672000868566,-1.1791922106649482,-1.0210506033899078,-0.930917291306768,-0.9561581613145208,-0.0802966861678847,-0.0518036600336597,-0.1334801415020587,-0.0935655168220496,-0.1333619468690994,-0.1482227693093403,-0.1225197298233519,-0.0677672023011219,-0.0332459811549821,-0.0573843268696024,-0.0751559890190509,-0.1024428548363115,-0.1362267977624895,-0.1070206703859819,-0.072580207309683,-0.1548580213723883,-0.2894794190621216,-0.4911857074012766,-0.4406500890388455,-0.4659298537125042
17127,"Massac County, Illinois",0.6221029722479742,0.666211116740114,0.6468028948834147,0.5837633498119192,0.4522716648491017,0.3907770818227241,0.4024516951508088,0.3313488114712482,0.3439576355713313,0.2505730895274177,0.2404493533410436,0.4188293671530195,0.1259546697966374,-0.0921742018459341,-0.0963308101296487,0.1870755758295108,0.1567515681915989,-0.5053372950747791,-0.4355399037394256,-0.4634301163627189,0.1106150650697955,0.1444575605622941,0.0433045781386484,-0.0217577980517222,-0.1552069151305651,-0.2603992217303225,-0.2355139512711387,-0.2978791976141885,-0.3649602091286679,-0.4164854437195416,-0.4697819502754901,-0.423251678065107,-0.6565354606632331,-0.7845643417395439,-0.8921699263193387,-0.79171634181657,-0.8529058110220308,-1.1354875423295474,-1.0327382715298783,-0.9793204765106324,-0.9513495087733204,-0.9821201213896248,-1.0868265808902513,-1.170558549133006,-1.3627075466197929,-1.3809790136418194,-1.2963614635220717,-1.3889022689601247,-1.3497227790019686,-1.3119906790780025,-1.3417925224739762,-1.3508379345691446,-1.4197664383725748,-1.4023127806103317,-1.4583024966896592,-1.5518643182926355,-1.6764708751779362,-1.795731402757946,-1.7561472141839467,-1.7123847604285107
17129,"Menard County, Illinois",-1.6093861040582125,-1.6245430085586408,-1.7267177841105508,-1.7234681412109272,-1.8262761129332004,-1.9213382139314084,-1.9674774880027373,-1.91799038483734,-1.7975584350044338,-1.6114529235785249,-1.67183684942284,-1.680620536747655,-1.817410754364808,-1.97190342388632,-1.989139349948916,-1.97844135968318,-2.126891528612098,-2.195955451959,-2.251011691878316,-2.291587356827373,-1.797670133617788,-1.891679001186186,-1.915821720201584,-1.956511412881129,-2.02186555995051,-2.0083836860620523,-1.9715640908758547,-1.945565373662075,-1.8029960228121813,-1.728220216957663,-1.810933812810385,-1.838147442433315,-1.9488199983106296,-2.184113181877845,-2.1249046608304907,-2.084330886675809,-2.312566547599224,-2.3492138823155866,-2.3733382712193234,-2.4165293648802284,-0.7228794425692425,-0.8698459326651263,-1.0170562609396594,-1.046591918857648,-0.9445538593204008,-0.8784218380996216,-0.9063140733661532,-0.8378737859687284,-0.7670357073808818,-0.6875096310931085,-0.6449923600608917,-0.6885476741734416,-0.6978073391906182,-0.7731645920819211,-0.6847311584745861,-0.8013240885035525,-0.9473563329502264,-1.2170521287445089,-1.2652517102941223,-1.2716874413485442
17145,"Perry County, Illinois",-0.4505921430638482,-0.1694671881417572,-0.3124798131864277,-0.2866672454679181,-0.343432449810686,-0.3889491633034644,-0.6318625163953374,-0.8451942614071152,-1.01950730270211,-0.9084257042406012,-0.8392348295023827,-0.7802765884145658,-0.8529555973082952,-0.7792124905274195,-0.7761567442240963,-0.8013732688730981,-0.8246722278082159,-0.8975429200517564,-0.9120980890130383,-0.8600207580367419,-0.5547549533324773,-0.235214596137491,-0.4413179638694413,-0.3969142049061208,-0.4964757449167415,-0.4870174864583162,-0.7917102886805317,-1.024758359803242,-1.1159528629135242,-1.0619491635491995,-1.037529115550932,-0.936636965300343,-1.007568950491362,-0.9915351832493168,-0.9427028403225872,-0.9799548304954032,-1.0807291196823898,-1.1295278731706684,-1.0999332817800571,-1.0822767329328713,-0.9401023963020952,-1.0605499693941811,-1.1568468341648603,-1.1330325951849287,-1.109490289999814,-1.1068351494780324,-1.1795240749609304,-1.162270787071855,-1.1347070876381449,-1.008415336907042,-1.0297946561628566,-0.9693744401791624,-0.9236154456639124,-0.945747225729712,-0.9191173572632696,-1.0210173183054536,-1.1416895724997873,-1.341246474577517,-1.369832152700728,-1.365308130942506
17151,"Pope County, Illinois",-0.5125654577048783,-1.4935377267846075,-1.4717733002635862,-1.637692415954774,-1.6598657626742084,-1.4835980337308865,-1.6480474022767924,-1.5530748809365655,-1.55701554722795,-1.564569153394009,-1.5851329730470634,-1.604728679274644,-1.7316746018249616,-1.8584487191630013,-1.8995649661052445,-1.8923764867332484,-1.968336038110004,-1.860411274704174,-2.138344457078728,-2.668914968313816,-1.2097930778496653,-1.7027080339750245,-1.6935533454235403,-1.7862118728244745,-1.888416273662321,-1.7532437664909772,-1.8401043787306537,-1.8779599326142584,-1.7817905490265562,-1.8825378549493907,-1.995440684342388,-2.133865388391228,-2.3132003354778665,-2.348352511235844,-2.373259469788626,-2.328673113974468,-2.2017692676775766,-2.016514833913464,-2.431431931884766,-2.751522696286864,-1.61984992806992,-1.6634090575545255,-1.690914758149291,-1.8073473128879245,-1.878938050918044,-1.6982266849969696,-1.6670278031015011,-1.5876612817137374,-1.5809224067734784,-1.7009465231229324,-1.9170788178115497,-2.0491803750253683,-2.140950324908316,-2.201421367880424,-2.0555899894926406,-2.018277482148388,-2.18729207832658,-2.283516374811686,-2.393635799930437,-2.58368066155961
17171,"Scott County, Illinois",1.846783887295172,0.4010353771709782,0.2742898070401715,0.0793509401061377,-0.0564555871837431,0.5817005661606757,0.0016941568911196,0.0334792808983246,-0.1715372221024422,-0.4552386777320756,-0.7290825089394453,-0.670619883770745,-0.825253707120954,-0.7609703240063427,-0.6949524454983658,-0.5728123170573188,-0.6824707231451166,-0.6550408095712834,-0.7408224297621602,-0.7517131504970324,0.5045262664454626,-0.4652823861781648,-0.4570192043009388,-0.7060771917636149,-0.787006872455619,-0.4659321799809479,-0.717992257269754,-0.6804852895831787,-0.7498886666528989,-0.9623768788387796,-1.2609101601521329,-1.160111448071929,-1.2667108345428004,-1.1572712004046375,-1.078740985447951,-0.9480602920185338,-1.021146168854651,-0.942592125290296,-1.0891810263538078,-1.025474348753462,-0.6870777996729996,-0.8635256389937582,-1.025376386019493,-1.2253391794874045,-1.0349592551913542,-0.93055631975765,-1.02991601805044,-1.0533250496715287,-1.1178444058759502,-1.0385221938205078,-1.102894293878752,-1.0122398150096308,-1.0165354258171644,-0.912076508770876,-0.8396912651940606,-0.9289281368179496,-1.0692593828484738,-1.3563700092387423,-1.2989164823889645,-1.2376527588516053
17175,"Stark County, Illinois",-0.785322325655455,-0.5335171068760497,-0.8056198113122727,-0.6893329531281239,-0.5441134755769764,-0.5357619126114553,-0.5505243948109595,-0.6448947776088296,-0.6167145991572306,-0.6165211566909159,-0.6373444859619116,-0.597381054323899,-0.4249430319579002,-0.4108546177258583,-0.3473685144636491,-0.1623456298698297,-0.1729748263312739,-0.1153649335646386,-0.1315939028990147,0.0526666383326266,-0.9824216122476874,-0.9173334632046672,-0.9718553431492556,-0.9186887344459532,-0.8910264561658258,-0.8062546597568037,-0.7619550831701418,-0.7767618667178058,-0.8254624348935901,-0.7704565117227039,-0.8419896012029895,-0.7782686102745666,-0.5979217505712718,-0.5858973596656849,-0.5988896863785717,-0.4347180489374894,-0.4282299753779709,-0.4265180342797056,-0.3724564033547061,-0.2508477631695517,-0.0616524174423952,-0.1582369496369177,-0.1939133862211452,-0.1811577285697838,-0.1410149924459879,-0.2398793655164091,-0.354669714076341,-0.3204778536349725,-0.3190731051107726,-0.2717932578572075,-0.3514289110952882,-0.3069908187827403,-0.1934341832211789,-0.2138459539084843,-0.0911265785156669,-0.2521449268234895,-0.3243320788459599,-0.4866340303438127,-0.4712887427147679,-0.3166518127122019
17185,"Wabash County, Illinois",0.3237663831729671,0.3494940628866103,0.4390526920078553,0.3178594383074496,0.2778851133313689,0.1211872800446012,0.1453304926236963,0.0860364237513777,-0.2541255949675419,-0.1932704510249827,-0.2016829383021726,-0.1067372539045189,-0.0535121355609342,-0.1366789567240202,-0.0942055982040733,-0.2141300863648669,-0.2315804796569185,-0.2120334664634186,-0.0280367196041045,-0.0388254405480673,0.180311541921966,0.0965716584352648,0.2173322024897081,0.0970773156850883,0.072771342055093,-7.345753882497825e-05,-0.0772107044660373,-0.2075620339687628,-0.3282189676953257,-0.2929260443690129,-0.2892352424669121,-0.2118593953312893,-0.1865648112282006,-0.2125593900242689,-0.2650949803708145,-0.3145059475891597,-0.1980020416562929,-0.2342691404612564,-0.1691812807679014,-0.0917408486102416,0.0689312088356832,-0.1019307738592322,-0.1393980577789344,-0.1631856915379852,-0.1948303739341661,-0.2578303959546189,-0.2925092494036797,-0.2587214076464639,-0.2648702750727839,-0.1909260423255206,-0.1957584376663892,-0.1113204226659926,-0.1030185160803469,-0.0856134203956143,-0.0259994825622036,-0.0572094813710564,-0.1061524668056008,-0.3340546626731782,-0.4143523948489861,-0.3693720030388103
17197,"Will County, Illinois",-1.324410318787392,-1.2533072325657428,-1.2964133297240588,-1.3574342775553971,-1.364559181871443,-1.364641184120711,-1.3209886298862434,-1.2298123852507796,-1.0725529020386666,-1.022470336131894,-0.9066897141191708,-0.8261681157492466,-0.791442763303227,-0.6978268693347726,-0.6405487025577269,-0.6437401511322849,-0.5521955585870079,-0.5402089598824552,-0.5294706557317814,-0.5078439887933535,-1.5880501144154775,-1.584620742980641,-1.6045269576375751,-1.6482085138985794,-1.634273837678324,-1.6142143986238222,-1.5128580743875826,-1.3516181051705705,-1.2070863524681248,-1.1192879881400033,-1.0084245647777634,-0.930000964631918,-0.8842147299675021,-0.7902335645007849,-0.7694129617931744,-0.7473995117106387,-0.6641232994268725,-0.5687508811214149,-0.5180687896366949,-0.4940861945421745,-0.6000928858805685,-0.5866758179066314,-0.6344506083899297,-0.6282511445623189,-0.597620804090658,-0.5158243082876416,-0.4167591780619059,-0.3006881044527875,-0.2142977163064055,-0.0434203894709211,0.0357623265762321,0.1336384904857263,0.2264007092424842,0.3024186399044372,0.4064653434719832,0.3184469107831323,0.2494778128505982,-0.0221866589507438,-0.0165265739094877,0.012008762444009
18001,"Adams County, Indiana",0.9004102157244114,0.604800108259658,0.6994040767506651,0.7778552902328874,0.8746764167229842,0.7031178123940232,0.5866384177613408,0.4821336423575081,0.1709286408066888,-0.1220326154187241,0.1182948491748037,0.0733274306734117,0.0711084824205381,0.1167379740419534,0.1636903674070997,0.1820277305609068,0.1888854887796775,0.2965894298068825,0.2612427068137563,0.2347476058980521,1.0386089038346635,0.6852873026558767,0.7782911121451231,0.8303380789914601,0.960168546487104,0.8676764461005114,0.7511838054927419,0.6874563749758215,0.4040668078868158,0.1544011050063138,0.3361152310790594,0.3658283630828542,0.3723805333174657,0.3752574132387379,0.4561478988233893,0.4898853272729239,0.4519029164465428,0.5263235889552697,0.509681666563324,0.4445170317738287,-0.4807646362867699,-0.4749515844178995,-0.4946907493532314,-0.5060679842390939,-0.4616911507567469,-0.4832539933069423,-0.5122801532994148,-0.5038571481944523,-0.5289294645428371,-0.5104844532128443,-0.545821126830106,-0.5525051554169779,-0.5831469019740954,-0.6407474981294797,-0.6406825648547603,-0.7032218399644296,-0.7729745084490611,-0.7415418861070616,-0.7691001429889578,-0.8154162444636398
18009,"Blackford County, Indiana",0.3266963954999254,0.3222337561236814,0.333062789497332,0.2229926096522284,0.1783827747420845,0.1334418420663737,0.0743598558664318,0.0052787619620397,-0.2249454059940219,-0.3408702461023147,-0.3405805342654465,-0.3903900499812125,-0.4629582784769898,-0.3758724100038506,-0.5015000530450543,-0.3683563123805159,-0.4170659592525129,-0.2340213730462659,-0.2210249252328996,-0.493239786855083,0.1496026058461115,0.1301572564321043,0.1278023707372977,0.0056783529571621,-0.048156475992414,-0.0082102993542099,-0.063882008049051,-0.0842569238032138,-0.2184458146955885,-0.3949668783656391,-0.354166327993947,-0.3982183277498727,-0.4402972706570279,-0.351797127867588,-0.4527565175576325,-0.4661261771742437,-0.3683664765643371,-0.2518855434467666,-0.2533407295748576,-0.480865831549754,-0.744707100530216,-0.7703763009221269,-0.7757006014639335,-0.7945011913266525,-0.7266987241779597,-0.667257398137664,-0.7177963232242126,-0.7547927867266023,-0.7322869663833573,-0.72590157006871,-0.7951968171266849,-0.9076424173031457,-0.8646328305063891,-0.9571797086873172,-1.0314004860872954,-1.0875241162969929,-1.0421832878796655,-0.9702223869580272,-0.980635015218219,-0.9663821562868236
18037,"Dubois County, Indiana",2.3491902872147725,2.226945082357356,2.242065651008053,2.2103830048168103,2.204996322285633,2.150972535892544,2.0436655611749552,2.00064151784093,1.8444440091580885,1.8006725576688696,1.7782242434353672,1.7422970830074032,1.6937133898408518,1.7210227082060718,1.764865345855926,1.8225025692765868,1.8768645185962896,1.878436100617956,1.7996452029678789,1.7856186020248872,2.566234572322145,2.4710886302370585,2.440934758979309,2.37247059476728,2.350856762047958,2.3384146807680497,2.267799353653558,2.244561211564233,2.1833311692889734,2.141160652598044,2.120285043219857,2.108335611467896,2.0891439272561696,2.0902994096625886,2.097166556736154,2.154165197407281,2.2427916358628126,2.218244814500878,2.1809270930021527,2.1496780210672486,0.6961115857849923,0.6723522147615718,0.6581226311564572,0.6521487676807197,0.6163769410908223,0.6669757833938569,0.6402874148592872,0.6097958916966029,0.6084375396814857,0.6395046587900967,0.6231250581768943,0.61244861035336,0.5814570590273352,0.5581635877807831,0.5410347361162821,0.5492528601696852,0.4939800633486259,0.4975760739678126,0.496070168786397,0.4525650725196404
18041,"Fayette County, Indiana",1.520403610683161,1.3119124342871926,1.262761200154605,1.138320585815339,0.9691192332799916,0.8097032529864815,0.3986898736942181,0.2272131546132124,-0.2412140499968441,-0.5475212365266322,-0.5965657786600911,-0.5061327136851165,-0.5081646250430953,-0.5446008942406529,-0.5069609335848592,-0.5410856286222346,-0.4959102927263717,-0.5435516057985579,-0.5329903219761261,-0.5851248402423896,0.7857453107942632,0.6206029451346229,0.5248320340158491,0.4163054784743698,0.299731159710052,0.3430614515318496,0.0427621787324334,-0.0747280607867479,-0.3998616698216962,-0.4519539578008815,-0.5321768506847101,-0.5046706679921793,-0.5420057788040216,-0.5628972378189878,-0.4709865626364749,-0.5066374795443993,-0.3897287074354371,-0.46589521464098,-0.4379561046929281,-0.5865997435605388,-0.6353144955387205,-0.6586802261348781,-0.7257872849613022,-0.6585719750089286,-0.6601278476788841,-0.7474232719961046,-0.8628824349088338,-0.8904127695974419,-0.8376210439189649,-0.8085303871579979,-0.8833071442801332,-0.8651696869601255,-0.9915140106837504,-1.1093090579782248,-1.0054314172093954,-0.9971690097089848,-0.979050831770646,-0.963210065282212,-1.0611327496956342,-1.1789560992746262
18051,"Gibson County, Indiana",0.8963183745239012,1.1360436906676856,1.503051499568801,1.8886735666744228,2.0771194969299818,2.129272556786732,2.000563728018545,1.8991181137516344,1.6620447215782743,1.6027983235742662,1.855656579247736,1.802671493325101,1.8989054014517688,2.038915283495663,2.064476566968224,2.113103339543541,2.2305802497100453,2.175784718568393,2.148091509098712,2.1268828278814733,0.4591391265402658,0.4885405363801275,0.7258262546953897,1.1099604474326308,1.1509318653908782,1.2278653581804582,1.2194307553225747,1.1953318625255471,1.1167118542822514,1.167658128956126,1.43693692559176,1.5204790518438942,1.585748843199437,1.7523990814878057,1.7717998789315228,1.8626641030545592,1.9216612946412803,1.8967263299343573,1.932580998612081,1.9673924168122736,-0.1976577161459888,-0.2982187237298855,-0.3844873209686256,-0.4213415071457578,-0.4409531030053729,-0.4228252459857217,-0.4354412319837767,-0.4253399339817285,-0.4333943775782748,-0.3861005585256586,-0.3857155800166513,-0.3497669766129773,-0.4028877778782944,-0.4289823515690328,-0.4364378828949438,-0.4286936421905109,-0.4199347891262651,-0.4488344733902081,-0.4822152628909034,-0.4915583853931193
18061,"Harrison County, Indiana",-0.0834007132605751,0.0031964476814905,0.0873547165708379,0.0174844564290452,-0.1413262509249556,-0.466753475999978,-0.5502614539204163,-0.5370232801513929,-0.6042131150078148,-0.7093165471026798,-0.680676346565769,-0.6968335626578623,-0.8445559985341086,-0.9175224639226351,-0.8936320813213892,-0.923109233594513,-0.8406882374983777,-0.829724181005279,-0.8738007766868884,-0.9293777722059474,0.090086304378972,0.0559945324508092,0.1495319625973797,0.0853898233021801,-0.0660972816493456,-0.2961673549014154,-0.3477343060566384,-0.3498108595033889,-0.4269546604492494,-0.5027654385717232,-0.4437296472519516,-0.450388534619893,-0.6625193932156517,-0.7144701900362509,-0.7557886396402396,-0.7939110432736644,-0.7746775503643122,-0.7480889493506839,-0.7845981867793455,-0.8555148694906239,-0.9541918487814196,-0.9945088493057992,-0.9506560570532104,-0.9855875164486864,-0.9601239293220026,-0.9994646599220526,-1.0075401078942057,-1.0055624674698147,-1.1025120654307587,-1.085997997206658,-1.1116197098359526,-1.092773480060975,-1.017688157409824,-1.093414084313093,-1.13830385534134,-1.2224533848845591,-1.2349623433369714,-1.1689013802891697,-1.1771970398125018,-1.2736894178020255
18103,"Miami County, Indiana",-0.1609515947453794,-0.254408666367264,-0.3797317610025132,-0.4444792739108457,-0.3423016313643752,-0.4148360163813154,-0.5472265132058487,-0.5919403644521326,-0.6242674955231386,-0.7569656759424193,-0.8052103226172835,-0.7123946017312035,-0.712895031195222,-0.7151576297167154,-0.7401090332586948,-0.705087478545115,-0.6968142044368831,-0.7023156962132813,-0.727515908170585,-0.8035336149035686,-0.3657497046312492,-0.4265166593849392,-0.5308454553660913,-0.5775375411842756,-0.5354880022577071,-0.5216756036825958,-0.6461493688167842,-0.6688126607175148,-0.6506530305263448,-0.8081748818334766,-0.839602419647605,-0.7551496377479091,-0.7457952727473606,-0.7250036587501594,-0.7208424056180095,-0.7204473201971816,-0.6854243949090678,-0.7198139315110046,-0.7160899080039947,-0.773275077113624,-0.8655739983431056,-0.9457891000602258,-1.0590977532222077,-1.0869360906585774,-1.1123995036913523,-1.1449658670901677,-1.2448821103286236,-1.3063029693893342,-1.2912160407743474,-1.3557642460519364,-1.3050815705581438,-1.284470134563649,-1.2613315551453037,-1.3009488686910406,-1.310306928993368,-1.3096671220373488,-1.3243707099079127,-1.228998381905489,-1.2050454901500065,-1.246228843064538
18107,"Montgomery County, Indiana",1.3394724080806373,1.224577486722754,1.230089837183368,1.1867620171202724,1.2372738927353408,1.1151848580510908,1.081176811060084,0.9283838020683578,0.8458700276107664,0.6836825806883432,0.6644432292429041,0.635130143972251,0.6256553561543008,0.5860708430731152,0.5991052466219776,0.677312665445503,0.6828678327564149,0.662093439868644,0.6636870428894633,0.6085434551870308,1.0283752414766965,0.9320600555581872,0.91202470641673,0.9367203887339988,0.945532751112024,0.8891681341986326,0.8325234429975339,0.7443088111012883,0.6554871324109569,0.5534319630091199,0.5712507950200073,0.5403334933691801,0.5581033891471708,0.5476828150672584,0.5784272348527056,0.6750227318627188,0.6075529648944819,0.5779936074780104,0.5645360293710394,0.5043674567954751,-0.0175972487521955,-0.1163633154366775,-0.1372755840171694,-0.129671349092445,-0.1831060947447192,-0.280180081208258,-0.2687991591402577,-0.2708448896372932,-0.2737145203369942,-0.1772945534784339,-0.1782669316783316,-0.1465327326923419,-0.1450312157535785,-0.1842675122262869,-0.2789084547253184,-0.3617567913896506,-0.4458507271210602,-0.4243599846862723,-0.4352788045686512,-0.4799201684032348
18115,"Ohio County, Indiana",1.3096110544032458,0.794100100643043,0.9139467511115256,0.8807629298930826,0.5651288535068718,0.3571983247241448,0.2220630568172697,0.0959328080792109,-0.0657221828424699,-0.1830371620123587,-0.3196107143839722,-0.3363128433309118,-0.4866307742547438,-0.8659786141080269,-0.8962796229988275,-0.9410550280695236,-1.000370445339549,-0.7714067290389727,-1.09225549192467,-1.1627163289104374,0.9054907568178444,0.5879508141139681,0.481268599013671,0.3585153621820678,0.1430641037163526,0.083495751813284,-0.0747144473887053,-0.0630269732414467,-0.1506851049509864,-0.2537306841469136,-0.3366254248197057,-0.2549033268996647,-0.3719337853763981,-0.1402172912111977,-0.3260727618352974,-0.4857209109131336,-0.4871905196034877,-0.5663880874734684,-0.6764032201982814,-0.8590821819694485,-1.6020547385790065,-1.6096248598238418,-1.6082513219055656,-1.5867146158426575,-1.605539995693538,-1.746714771679063,-1.7728553243828078,-1.780483824510597,-1.928025215255286,-1.891000785652972,-1.8754582526834644,-1.7772884451791764,-1.6474513036051353,-1.7210288008768846,-1.8649609193137924,-1.8441821082420764,-1.8829190736050407,-1.9189536857886804,-1.9700073859140568,-2.2059194030910305
18137,"Ripley County, Indiana",1.7049935981792366,1.806015700533943,2.0534540013083205,1.8915358074796769,1.7615451512373828,1.6213096497766657,1.4915065222741033,1.2899765478083876,1.2412099123057985,1.1667246994356908,1.339531280322377,1.4732427799465038,1.1194200020245972,1.0796809991123115,1.0641397859706958,1.0124078385593416,1.061416479171733,1.0271704923605005,0.9658330220299468,0.9526671484524972,1.3126248032788643,1.333669996387434,1.256495457234478,1.5022661698636155,1.5150983804824985,1.4083345825782136,1.1822283939011136,1.027743547770937,0.9750516332784934,0.831446581596385,1.019298092066171,1.2169819852695438,0.922760162168866,0.8265114963605584,0.8215623635256198,0.7964754123823141,0.9134681288581497,0.9278376597130484,0.8746996101968204,0.967267944171823,0.1461826970140858,0.0660706807979379,0.0097852875486734,0.0719201706922457,0.0627387495578934,0.0297291150265383,0.0060164983402987,0.044017267141937,0.0263863461520716,0.0840777825384455,0.0744894700873352,0.1081439253207058,0.0056583512921045,-0.0602961707536186,-0.0775397790345247,-0.0819544907328494,-0.1145639824107605,-0.0641791426840703,-0.0560191675193161,-0.091006019978583
18151,"Steuben County, Indiana",1.319933956261485,1.000064138004007,0.9962021837326006,0.7975853936440118,0.7699853447362794,0.6824662187135304,0.4580445969222211,0.3786053572990695,0.2497544656654301,0.1766348506083197,0.2613635493614286,0.3276883213742055,0.3837066943366927,0.4149900283918023,0.4291056464352943,0.5044755819864306,0.527870801143255,0.5801406640053952,0.6119333160279448,0.600893105398959,1.5254780517788846,1.199635748340396,1.070261411235459,0.9718134004059016,1.0364578292958042,0.9448236382899786,0.7942104935265428,0.7810067035034904,0.6678759691286775,0.5915539870421679,0.7130598058160282,0.8010170329335209,0.894225276364141,0.9601070677104534,1.0032268341094572,1.026383077832439,1.034748268556562,1.0198609996289296,1.034420927785374,1.0807857648553076,0.5683547916496515,0.5504035358852211,0.4817789630709062,0.499966735007126,0.528942599981772,0.4898501732668239,0.417816756108086,0.4252031026818487,0.4383750910667739,0.4381203297427735,0.3976490475747196,0.4052563217529307,0.3125826995591145,0.3027365438601768,0.1980132436625934,0.1880833258492795,0.2407378839848809,0.223606420827766,0.2132532326393509,0.2335545367286241
18161,"Union County, Indiana",-0.8303543351733734,-0.8377741169552981,-0.8166444092896902,-0.6836836109074458,-0.6336194509016945,-0.6797192908448785,-0.7541945390335543,-1.0633271147659449,-1.1337297641118134,-1.317949457529623,-1.1650518820963076,-1.2380754298900962,-1.2656070002775046,-1.305608371757068,-1.315472843329617,-1.267522058669877,-1.3053145157365904,-1.3436253826349414,-1.292579176481626,-1.3031117458256087,-0.9097387213494834,-0.9672487838858492,-1.160994487828202,-0.9533353636802052,-0.9265895054064248,-0.8842733862704445,-0.8776619791423205,-1.2857085333187348,-1.2973945532621105,-1.3907474480401811,-1.2771907893682326,-1.268562943763201,-1.2953423345514057,-1.3737180581845487,-1.4031706565728317,-1.4405184132310478,-1.4278259493248426,-1.4617029895136684,-1.3270857360102768,-1.2436860403767651,-0.6546599807281621,-0.6812743336020513,-0.8745079478872327,-0.861413745395716,-0.8685249916397783,-0.8767863049957202,-0.982873542310114,-1.026557854736042,-1.0403291574364415,-1.0676906658726,-1.0286895359100725,-1.0216034030015584,-1.013323149836883,-1.176334075791347,-1.3048460132668185,-1.3674589516422768,-1.2875494592828325,-1.090507170913402,-1.0681349542777687,-0.9949021264786024
18175,"Washington County, Indiana",-0.7381125394514717,-0.8784380750855968,-1.0201621186846968,-1.0185796161298342,-1.078497112150995,-1.04154197830453,-1.2130319615679936,-1.268264836387771,-1.4283244176967136,-1.5707031057563137,-1.5239414240184177,-1.4718173309195348,-1.3426561728452495,-1.290810369551988,-1.2963550348663442,-1.301573651989329,-1.28437260965584,-1.2573922373475317,-1.2740176062956177,-1.2928469422729725,-0.8547930125644838,-0.949699376741028,-1.0750517693122426,-1.0875225764813692,-1.1534001780944996,-1.148031110098466,-1.271962762118404,-1.3242243236013285,-1.444408780834054,-1.5891318543445712,-1.5354334399784857,-1.5389973297559223,-1.362329313649685,-1.2914965646563534,-1.3003364282321122,-1.2813278486547222,-1.2675480816241464,-1.1505343025210029,-1.1728452324083778,-1.2055111826822338,-1.08779007418227,-1.078250977134745,-1.104815808342501,-1.049728892109802,-1.0758054208979189,-1.126838215899936,-1.13641347494998,-1.1697673277826464,-1.2407307465141657,-1.2050183707251805,-1.264421657493129,-1.2903361662648385,-1.2773583351739646,-1.3046146212894176,-1.3423682808039106,-1.299125067241792,-1.286465699298169,-1.2430100177411298,-1.273453209346486,-1.3125351797163565
